id, Positive Score, Negative Score, Net Score
36113,3,0,3
36114,1,0,1
36115,0,1,-1
36116,3,0,3
36117,0,2,-2
36118,2,0,2
36119,1,1,-1
36120,0,0,0
36121,2,2,-2
36122,1,0,1
36123,1,0,1
36124,0,1,-1
36125,0,2,-2
36126,0,0,0
36127,2,0,2
36128,1,1,-1
36129,3,0,3
36130,0,0,0
36131,2,0,2
36132,0,0,0
36133,0,0,0
36134,1,0,1
36135,3,1,3
36136,0,0,0
36137,0,0,0
36138,1,0,1
36139,2,0,2
36140,1,0,1
36141,0,1,-1
36142,2,0,2
36143,1,0,1
36144,0,0,0
36145,1,0,1
36146,1,0,1
36147,0,0,0
36148,0,0,0
36149,2,1,2
36150,0,0,0
36151,0,0,0
36152,0,0,0
36153,1,1,-1
36154,0,0,0
36155,1,0,1
36156,1,0,1
36157,0,0,0
36158,1,0,1
36159,0,0,0
36160,1,0,1
36161,0,1,-1
36162,0,0,0
36163,3,0,3
36164,3,0,3
36165,0,0,0
36166,0,0,0
36167,1,0,1
36168,0,0,0
36169,1,0,1
36170,4,0,4
36171,0,1,-1
36172,0,1,-1
36173,3,0,3
36174,1,0,1
36175,0,0,0
36176,1,0,1
36177,3,0,3
36178,1,1,-1
36179,0,2,-2
36180,2,0,2
36181,1,0,1
36182,0,1,-1
36183,4,2,4
36184,0,0,0
36185,3,0,3
36186,0,0,0
36187,0,0,0
36188,0,0,0
36189,3,2,3
36190,0,2,-2
36191,1,0,1
36192,0,0,0
36193,0,1,-1
36194,2,0,2
36195,1,0,1
36196,1,0,1
36197,3,0,3
36198,0,1,-1
36199,0,0,0
36200,0,0,0
36201,0,1,-1
36202,2,0,2
36203,1,0,1
36204,0,0,0
36205,2,0,2
36206,1,0,1
36207,1,1,-1
36208,1,1,-1
36209,0,2,-2
36210,2,0,2
36211,1,0,1
36212,0,0,0
36213,1,0,1
36214,0,0,0
36215,0,0,0
36216,2,0,2
36217,1,0,1
36218,0,0,0
36219,1,4,-4
36220,3,0,3
36221,1,0,1
36222,0,0,0
36223,1,1,-1
36224,1,0,1
36225,1,1,-1
36226,0,0,0
36227,2,1,2
36228,0,0,0
36229,1,0,1
36230,1,0,1
36231,0,0,0
36232,1,1,-1
36233,2,0,2
36234,0,0,0
36235,0,1,-1
36236,0,1,-1
36237,1,0,1
36238,0,0,0
36239,3,0,3
36240,0,1,-1
36241,0,2,-2
36242,0,3,-3
36243,1,1,-1
36244,1,0,1
36245,0,2,-2
36246,0,0,0
36247,0,0,0
36248,1,0,1
36249,0,0,0
36250,1,0,1
36251,0,0,0
36252,0,1,-1
36253,1,0,1
36254,0,0,0
36255,1,0,1
36256,0,1,-1
36257,0,0,0
36258,2,0,2
36259,1,0,1
36260,1,0,1
36261,0,1,-1
36262,2,0,2
36263,0,1,-1
36264,0,0,0
36265,1,0,1
36266,0,2,-2
36267,0,2,-2
36268,1,0,1
36269,0,0,0
36270,0,0,0
36271,0,0,0
36272,3,0,3
36273,0,0,0
36274,2,0,2
36275,3,0,3
36276,2,1,2
36277,0,0,0
36278,0,4,-4
36279,1,1,-1
36280,0,0,0
36281,2,1,2
36282,1,0,1
36283,0,1,-1
36284,0,0,0
36285,1,0,1
36286,1,1,-1
36287,0,2,-2
36288,2,0,2
36289,0,1,-1
36290,1,0,1
36291,1,0,1
36292,2,0,2
36293,2,0,2
36294,0,0,0
36295,0,0,0
36296,0,0,0
36297,0,0,0
36298,2,0,2
36299,0,1,-1
36300,0,2,-2
36301,0,0,0
36302,0,0,0
36303,0,1,-1
36304,2,1,2
36305,0,0,0
36306,0,0,0
36307,1,1,-1
36308,0,1,-1
36309,0,0,0
36310,2,0,2
36311,0,2,-2
36312,0,0,0
36313,1,0,1
36314,0,0,0
36315,0,0,0
36316,1,0,1
36317,0,0,0
36318,1,1,-1
36319,1,0,1
36320,1,0,1
36321,0,0,0
36322,0,0,0
36323,1,0,1
36324,0,1,-1
36325,0,0,0
36326,0,0,0
36327,1,0,1
36328,2,0,2
36329,2,0,2
36330,1,0,1
36331,0,3,-3
36332,1,0,1
36333,1,0,1
36334,1,0,1
36335,2,1,2
36336,0,0,0
36337,1,0,1
36338,0,0,0
36339,1,0,1
36340,0,1,-1
36341,0,0,0
36342,0,1,-1
36343,2,2,-2
36344,0,0,0
36345,0,0,0
36346,0,0,0
36347,0,0,0
36348,0,0,0
36349,0,0,0
36350,0,0,0
36351,4,0,4
36352,1,1,-1
36353,0,2,-2
36354,2,0,2
36355,1,1,-1
36356,2,0,2
36357,2,1,2
36358,1,0,1
36359,0,0,0
36360,2,0,2
36361,1,1,-1
36362,1,0,1
36363,2,0,2
36364,0,0,0
36365,0,0,0
36366,0,0,0
36367,2,0,2
36368,1,0,1
36369,0,0,0
36370,0,1,-1
36371,0,0,0
36372,2,0,2
36373,0,2,-2
36374,2,0,2
36375,0,1,-1
36376,2,0,2
36377,1,0,1
36378,0,1,-1
36379,0,1,-1
36380,1,0,1
36381,1,0,1
36382,0,1,-1
36383,0,0,0
36384,0,2,-2
36385,1,0,1
36386,1,2,-2
36387,0,0,0
36388,0,2,-2
36389,0,1,-1
36390,2,0,2
36391,0,0,0
36392,1,2,-2
36393,1,0,1
36394,0,0,0
36395,0,1,-1
36396,0,0,0
36397,0,1,-1
36398,0,0,0
36399,1,1,-1
36400,0,0,0
36401,0,0,0
36402,2,1,2
36403,0,0,0
36404,0,0,0
36405,2,0,2
36406,2,0,2
36407,0,1,-1
36408,1,0,1
36409,1,0,1
36410,1,0,1
36411,1,0,1
36412,2,0,2
36413,0,0,0
36414,1,0,1
36415,2,0,2
36416,0,0,0
36417,2,0,2
36418,1,0,1
36419,1,0,1
36420,0,0,0
36421,2,1,2
36422,1,0,1
36423,3,0,3
36424,1,0,1
36425,1,2,-2
36426,0,0,0
36427,5,0,5
36428,0,0,0
36429,0,1,-1
36430,0,2,-2
36431,2,0,2
36432,0,0,0
36433,0,1,-1
36434,0,0,0
36435,1,1,-1
36436,2,1,2
36437,1,0,1
36438,1,0,1
36439,0,1,-1
36440,0,0,0
36441,1,0,1
36442,0,0,0
36443,0,1,-1
36444,3,0,3
36445,0,1,-1
36446,0,0,0
36447,0,0,0
36448,0,0,0
36449,4,0,4
36450,1,0,1
36451,1,1,-1
36452,1,0,1
36453,3,0,3
36454,1,0,1
36455,0,0,0
36456,0,0,0
36457,2,0,2
36458,0,0,0
36459,3,0,3
36460,1,0,1
36461,1,0,1
36462,0,0,0
36463,0,0,0
36464,2,1,2
36465,0,0,0
36466,1,0,1
36467,0,1,-1
36468,1,0,1
36469,1,1,-1
36470,3,0,3
36471,1,1,-1
36472,1,0,1
36473,0,0,0
36474,0,0,0
36475,0,0,0
36476,0,0,0
36477,2,1,2
36478,0,0,0
36479,0,0,0
36480,0,2,-2
36481,1,0,1
36482,1,1,-1
36483,0,0,0
36484,0,0,0
36485,0,0,0
36486,0,0,0
36487,2,0,2
36488,3,0,3
36489,1,2,-2
36490,2,0,2
36491,2,0,2
36492,1,0,1
36493,0,0,0
36494,1,0,1
36495,0,1,-1
36496,2,0,2
36497,1,2,-2
36498,0,2,-2
36499,2,0,2
36500,3,0,3
36501,0,1,-1
36502,0,0,0
36503,1,0,1
36504,0,0,0
36505,0,0,0
36506,0,0,0
36507,1,1,-1
36508,0,1,-1
36509,3,0,3
36510,0,1,-1
36511,1,0,1
36512,0,0,0
36513,0,0,0
36514,1,0,1
36515,0,0,0
36516,1,0,1
36517,0,0,0
36518,1,1,-1
36519,1,0,1
36520,1,0,1
36521,0,0,0
36522,2,0,2
36523,1,0,1
36524,1,0,1
36525,1,0,1
36526,0,1,-1
36527,1,1,-1
36528,0,0,0
36529,0,0,0
36530,0,0,0
36531,0,0,0
36532,1,0,1
36533,1,1,-1
36534,1,3,-3
36535,0,0,0
36536,1,2,-2
36537,1,1,-1
36538,0,0,0
36539,0,0,0
36540,0,0,0
36541,0,0,0
36542,3,0,3
36543,0,0,0
36544,3,0,3
36545,0,0,0
36546,1,0,1
36547,2,0,2
36548,1,0,1
36549,1,0,1
36550,0,2,-2
36551,0,0,0
36552,0,0,0
36553,0,0,0
36554,0,1,-1
36555,0,0,0
36556,1,0,1
36557,0,0,0
36558,0,0,0
36559,1,0,1
36560,0,0,0
36561,1,0,1
36562,0,0,0
36563,0,0,0
36564,0,0,0
36565,0,0,0
36566,1,0,1
36567,0,0,0
36568,1,0,1
36569,1,0,1
36570,1,0,1
36571,1,0,1
36572,0,1,-1
36573,0,0,0
36574,1,0,1
36575,0,0,0
36576,0,0,0
36577,2,1,2
36578,1,3,-3
36579,2,0,2
36580,0,2,-2
36581,3,0,3
36582,0,0,0
36583,0,0,0
36584,1,3,-3
36585,0,1,-1
36586,0,0,0
36587,0,0,0
36588,2,0,2
36589,1,0,1
36590,0,0,0
36591,2,1,2
36592,0,1,-1
36593,4,1,4
36594,2,0,2
36595,0,0,0
36596,0,1,-1
36597,0,0,0
36598,0,0,0
36599,0,0,0
36600,1,1,-1
36601,0,0,0
36602,0,0,0
36603,0,2,-2
36604,1,0,1
36605,1,0,1
36606,1,0,1
36607,2,0,2
36608,1,1,-1
36609,0,1,-1
36610,0,1,-1
36611,0,1,-1
36612,1,1,-1
36613,2,0,2
36614,1,0,1
36615,1,0,1
36616,1,0,1
36617,2,1,2
36618,1,0,1
36619,2,1,2
36620,0,3,-3
36621,2,1,2
36622,1,3,-3
36623,1,1,-1
36624,0,0,0
36625,2,0,2
36626,0,0,0
36627,0,4,-4
36628,1,1,-1
36629,1,1,-1
36630,4,1,4
36631,0,1,-1
36632,0,0,0
36633,1,0,1
36634,2,0,2
36635,0,0,0
36636,1,0,1
36637,2,0,2
36638,1,1,-1
36639,0,1,-1
36640,0,0,0
36641,1,0,1
36642,2,0,2
36643,1,1,-1
36644,0,1,-1
36645,1,0,1
36646,4,1,4
36647,0,3,-3
36648,0,0,0
36649,1,0,1
36650,0,0,0
36651,1,0,1
36652,0,0,0
36653,1,3,-3
36654,1,0,1
36655,0,0,0
36656,3,0,3
36657,1,0,1
36658,2,0,2
36659,1,2,-2
36660,0,0,0
36661,2,0,2
36662,3,0,3
36663,3,0,3
36664,0,0,0
36665,1,1,-1
36666,0,0,0
36667,0,0,0
36668,1,2,-2
36669,1,0,1
36670,0,0,0
36671,2,0,2
36672,0,0,0
36673,0,0,0
36674,0,0,0
36675,0,1,-1
36676,0,0,0
36677,2,0,2
36678,1,1,-1
36679,0,0,0
36680,0,2,-2
36681,0,3,-3
36682,1,0,1
36683,0,0,0
36684,1,0,1
36685,4,0,4
36686,1,0,1
36687,1,0,1
36688,2,0,2
36689,3,0,3
36690,0,0,0
36691,2,0,2
36692,1,0,1
36693,1,0,1
36694,1,0,1
36695,1,0,1
36696,2,0,2
36697,1,0,1
36698,3,0,3
36699,1,1,-1
36700,0,1,-1
36701,0,1,-1
36702,1,0,1
36703,0,1,-1
36704,3,0,3
36705,2,0,2
36706,0,1,-1
36707,1,0,1
36708,2,1,2
36709,0,0,0
36710,0,1,-1
36711,1,0,1
36712,1,0,1
36713,0,0,0
36714,2,0,2
36715,1,0,1
36716,1,0,1
36717,1,0,1
36718,0,0,0
36719,0,0,0
36720,1,0,1
36721,0,3,-3
36722,2,1,2
36723,1,2,-2
36724,0,0,0
36725,2,0,2
36726,1,1,-1
36727,1,0,1
36728,0,0,0
36729,1,2,-2
36730,0,0,0
36731,3,0,3
36732,0,0,0
36733,0,2,-2
36734,1,0,1
36735,0,0,0
36736,0,1,-1
36737,1,0,1
36738,0,0,0
36739,1,0,1
36740,0,0,0
36741,0,0,0
36742,0,0,0
36743,3,0,3
36744,1,0,1
36745,2,0,2
36746,0,0,0
36747,1,0,1
36748,1,3,-3
36749,0,0,0
36750,1,0,1
36751,1,0,1
36752,1,1,-1
36753,1,1,-1
36754,1,0,1
36755,0,1,-1
36756,1,0,1
36757,1,0,1
36758,0,0,0
36759,0,0,0
36760,1,0,1
36761,0,0,0
36762,0,0,0
36763,0,0,0
36764,0,0,0
36765,0,1,-1
36766,1,0,1
36767,0,0,0
36768,3,0,3
36769,0,0,0
36770,0,0,0
36771,1,0,1
36772,1,0,1
36773,0,1,-1
36774,0,1,-1
36775,1,0,1
36776,1,0,1
36777,0,0,0
36778,2,1,2
36779,2,0,2
36780,1,1,-1
36781,0,1,-1
36782,2,0,2
36783,1,1,-1
36784,1,0,1
36785,0,0,0
36786,0,1,-1
36787,1,1,-1
36788,1,0,1
36789,1,0,1
36790,2,0,2
36791,0,0,0
36792,0,0,0
36793,0,0,0
36794,2,0,2
36795,0,0,0
36796,0,2,-2
36797,0,1,-1
36798,1,2,-2
36799,0,1,-1
36800,1,0,1
36801,1,0,1
36802,0,4,-4
36803,2,0,2
36804,2,1,2
36805,3,0,3
36806,1,1,-1
36807,2,0,2
36808,3,0,3
36809,0,0,0
36810,2,0,2
36811,0,0,0
36812,1,0,1
36813,0,0,0
36814,0,2,-2
36815,1,0,1
36816,0,0,0
36817,0,0,0
36818,0,0,0
36819,0,0,0
36820,0,0,0
36821,1,0,1
36822,0,0,0
36823,1,0,1
36824,0,1,-1
36825,0,2,-2
36826,0,0,0
36827,1,1,-1
36828,3,0,3
36829,0,2,-2
36830,0,0,0
36831,0,0,0
36832,2,0,2
36833,3,2,3
36834,1,0,1
36835,1,0,1
36836,0,1,-1
36837,0,0,0
36838,0,0,0
36839,0,0,0
36840,1,1,-1
36841,0,1,-1
36842,0,0,0
36843,0,0,0
36844,1,0,1
36845,0,0,0
36846,0,0,0
36847,0,0,0
36848,0,0,0
36849,1,0,1
36850,0,2,-2
36851,0,0,0
36852,0,0,0
36853,1,1,-1
36854,1,0,1
36855,4,0,4
36856,0,0,0
36857,1,2,-2
36858,4,0,4
36859,0,2,-2
36860,2,0,2
36861,2,0,2
36862,1,0,1
36863,0,0,0
36864,0,0,0
36865,1,0,1
36866,4,0,4
36867,1,0,1
36868,1,0,1
36869,0,0,0
36870,2,0,2
36871,0,0,0
36872,0,0,0
36873,1,0,1
36874,1,0,1
36875,0,0,0
36876,0,0,0
36877,0,3,-3
36878,0,0,0
36879,0,5,-5
36880,0,0,0
36881,1,0,1
36882,0,1,-1
36883,0,1,-1
36884,1,0,1
36885,1,0,1
36886,2,0,2
36887,0,2,-2
36888,1,0,1
36889,1,0,1
36890,1,0,1
36891,0,0,0
36892,4,1,4
36893,1,1,-1
36894,1,0,1
36895,3,0,3
36896,1,0,1
36897,0,0,0
36898,0,1,-1
36899,1,0,1
36900,0,0,0
36901,0,0,0
36902,0,1,-1
36903,2,0,2
36904,1,0,1
36905,0,0,0
36906,0,2,-2
36907,0,0,0
36908,3,4,-4
36909,2,0,2
36910,1,0,1
36911,0,3,-3
36912,1,0,1
36913,0,0,0
36914,1,0,1
36915,0,3,-3
36916,0,0,0
36917,1,1,-1
36918,2,0,2
36919,0,0,0
36920,4,0,4
36921,1,0,1
36922,0,0,0
36923,1,0,1
36924,0,0,0
36925,0,0,0
36926,1,0,1
36927,2,0,2
36928,2,0,2
36929,0,0,0
36930,3,1,3
36931,1,0,1
36932,0,0,0
36933,1,1,-1
36934,0,0,0
36935,0,0,0
36936,2,0,2
36937,1,1,-1
36938,0,1,-1
36939,1,0,1
36940,0,0,0
36941,0,0,0
36942,0,1,-1
36943,1,0,1
36944,1,0,1
36945,3,1,3
36946,0,1,-1
36947,0,1,-1
36948,0,0,0
36949,3,0,3
36950,0,1,-1
36951,1,0,1
36952,0,1,-1
36953,2,0,2
36954,3,2,3
36955,2,1,2
36956,0,0,0
36957,0,0,0
36958,0,1,-1
36959,0,0,0
36960,0,0,0
36961,3,0,3
36962,0,0,0
36963,1,0,1
36964,0,0,0
36965,0,2,-2
36966,0,0,0
36967,0,1,-1
36968,0,0,0
36969,0,0,0
36970,0,0,0
36971,0,0,0
36972,0,0,0
36973,1,0,1
36974,1,0,1
36975,0,0,0
36976,0,6,-6
36977,1,0,1
36978,1,0,1
36979,1,0,1
36980,1,0,1
36981,2,0,2
36982,2,1,2
36983,1,0,1
36984,1,3,-3
36985,1,0,1
36986,3,0,3
36987,3,0,3
36988,0,0,0
36989,3,1,3
36990,0,0,0
36991,2,0,2
36992,2,0,2
36993,0,0,0
36994,0,1,-1
36995,1,0,1
36996,2,0,2
36997,1,0,1
36998,0,0,0
36999,0,0,0
37000,1,0,1
37001,0,0,0
37002,0,2,-2
37003,0,2,-2
37004,0,0,0
37005,0,0,0
37006,0,0,0
37007,2,0,2
37008,3,0,3
37009,0,0,0
37010,0,1,-1
37011,1,0,1
37012,1,0,1
37013,1,0,1
37014,0,0,0
37015,0,1,-1
37016,0,1,-1
37017,1,0,1
37018,1,0,1
37019,2,1,2
37020,0,0,0
37021,0,0,0
37022,0,1,-1
37023,0,0,0
37024,3,0,3
37025,3,0,3
37026,0,0,0
37027,0,1,-1
37028,0,0,0
37029,1,0,1
37030,1,2,-2
37031,1,1,-1
37032,1,0,1
37033,1,1,-1
37034,1,0,1
37035,3,0,3
37036,1,0,1
37037,0,2,-2
37038,0,0,0
37039,0,0,0
37040,3,0,3
37041,1,0,1
37042,1,2,-2
37043,5,0,5
37044,2,0,2
37045,0,1,-1
37046,0,0,0
37047,0,2,-2
37048,1,0,1
37049,0,0,0
37050,1,0,1
37051,0,0,0
37052,1,0,1
37053,1,0,1
37054,0,0,0
37055,1,1,-1
37056,1,0,1
37057,1,0,1
37058,1,1,-1
37059,2,0,2
37060,1,0,1
37061,2,0,2
37062,0,1,-1
37063,0,0,0
37064,0,0,0
37065,0,0,0
37066,0,1,-1
37067,1,0,1
37068,3,1,3
37069,0,0,0
37070,0,0,0
37071,1,0,1
37072,2,3,-3
37073,0,0,0
37074,1,1,-1
37075,1,1,-1
37076,1,0,1
37077,1,3,-3
37078,0,0,0
37079,0,0,0
37080,0,0,0
37081,1,1,-1
37082,0,0,0
37083,1,0,1
37084,2,0,2
37085,0,2,-2
37086,0,0,0
37087,0,0,0
37088,1,0,1
37089,1,0,1
37090,1,0,1
37091,0,0,0
37092,0,0,0
37093,1,0,1
37094,0,0,0
37095,0,0,0
37096,0,1,-1
37097,0,0,0
37098,0,0,0
37099,0,0,0
37100,0,1,-1
37101,0,0,0
37102,2,1,2
37103,2,0,2
37104,0,0,0
37105,1,0,1
37106,0,0,0
37107,3,0,3
37108,0,0,0
37109,0,0,0
37110,1,0,1
37111,1,0,1
37112,3,0,3
37113,0,0,0
37114,0,0,0
37115,0,0,0
37116,0,0,0
37117,0,1,-1
37118,2,0,2
37119,0,0,0
37120,1,0,1
37121,2,0,2
37122,4,0,4
37123,2,1,2
37124,3,0,3
37125,0,1,-1
37126,0,0,0
37127,2,0,2
37128,1,0,1
37129,2,1,2
37130,3,1,3
37131,0,0,0
37132,0,0,0
37133,0,2,-2
37134,1,1,-1
37135,1,1,-1
37136,1,0,1
37137,0,3,-3
37138,1,0,1
37139,2,1,2
37140,0,1,-1
37141,0,0,0
37142,0,0,0
37143,1,0,1
37144,0,2,-2
37145,0,0,0
37146,0,0,0
37147,4,0,4
37148,0,0,0
37149,0,0,0
37150,0,0,0
37151,0,0,0
37152,0,0,0
37153,1,0,1
37154,0,1,-1
37155,2,0,2
37156,3,0,3
37157,0,0,0
37158,0,0,0
37159,0,0,0
37160,0,0,0
37161,0,0,0
37162,0,0,0
37163,0,2,-2
37164,1,0,1
37165,1,2,-2
37166,0,0,0
37167,0,3,-3
37168,1,0,1
37169,1,0,1
37170,0,0,0
37171,3,0,3
37172,3,0,3
37173,2,0,2
37174,0,0,0
37175,0,0,0
37176,1,0,1
37177,3,0,3
37178,0,0,0
37179,1,1,-1
37180,0,0,0
37181,0,0,0
37182,0,0,0
37183,4,0,4
37184,1,0,1
37185,1,1,-1
37186,3,0,3
37187,0,0,0
37188,0,2,-2
37189,0,2,-2
37190,0,0,0
37191,0,1,-1
37192,0,0,0
37193,1,0,1
37194,0,0,0
37195,0,0,0
37196,1,0,1
37197,0,0,0
37198,0,0,0
37199,0,1,-1
37200,0,0,0
37201,2,0,2
37202,1,1,-1
37203,0,0,0
37204,0,1,-1
37205,3,0,3
37206,0,1,-1
37207,0,0,0
37208,3,1,3
37209,1,3,-3
37210,1,2,-2
37211,0,1,-1
37212,1,0,1
37213,0,0,0
37214,2,0,2
37215,0,0,0
37216,1,1,-1
37217,2,0,2
37218,2,0,2
37219,0,0,0
37220,4,0,4
37221,0,0,0
37222,1,0,1
37223,3,1,3
37224,0,2,-2
37225,1,1,-1
37226,1,0,1
37227,0,1,-1
37228,0,0,0
37229,0,0,0
37230,1,0,1
37231,0,0,0
37232,0,2,-2
37233,1,1,-1
37234,0,0,0
37235,1,0,1
37236,0,1,-1
37237,1,1,-1
37238,1,0,1
37239,0,0,0
37240,1,2,-2
37241,1,0,1
37242,1,0,1
37243,0,0,0
37244,0,0,0
37245,0,1,-1
37246,1,0,1
37247,0,0,0
37248,0,0,0
37249,0,1,-1
37250,0,0,0
37251,2,0,2
37252,0,0,0
37253,1,0,1
37254,0,0,0
37255,2,0,2
37256,2,3,-3
37257,1,1,-1
37258,0,0,0
37259,2,1,2
37260,0,0,0
37261,0,1,-1
37262,0,0,0
37263,1,2,-2
37264,3,0,3
37265,1,0,1
37266,1,0,1
37267,0,0,0
37268,3,1,3
37269,0,0,0
37270,3,0,3
37271,0,0,0
37272,2,0,2
37273,1,1,-1
37274,1,0,1
37275,0,0,0
37276,1,1,-1
37277,2,0,2
37278,0,1,-1
37279,0,0,0
37280,0,1,-1
37281,0,0,0
37282,1,0,1
37283,0,0,0
37284,1,0,1
37285,0,0,0
37286,1,0,1
37287,0,1,-1
37288,1,0,1
37289,0,0,0
37290,0,0,0
37291,0,3,-3
37292,1,1,-1
37293,1,1,-1
37294,0,0,0
37295,2,0,2
37296,0,1,-1
37297,0,1,-1
37298,0,0,0
37299,0,0,0
37300,0,2,-2
37301,0,0,0
37302,0,1,-1
37303,3,0,3
37304,0,0,0
37305,1,0,1
37306,0,0,0
37307,0,0,0
37308,0,1,-1
37309,3,0,3
37310,0,0,0
37311,0,0,0
37312,1,0,1
37313,1,1,-1
37314,0,0,0
37315,1,0,1
37316,1,0,1
37317,0,2,-2
37318,1,0,1
37319,1,0,1
37320,0,0,0
37321,1,0,1
37322,2,2,-2
37323,1,0,1
37324,0,0,0
37325,0,0,0
37326,0,0,0
37327,0,0,0
37328,0,0,0
37329,0,0,0
37330,2,0,2
37331,0,2,-2
37332,2,1,2
37333,0,1,-1
37334,0,1,-1
37335,2,0,2
37336,0,0,0
37337,1,0,1
37338,0,0,0
37339,0,0,0
37340,0,0,0
37341,2,1,2
37342,1,0,1
37343,0,1,-1
37344,1,0,1
37345,0,0,0
37346,0,1,-1
37347,2,0,2
37348,0,0,0
37349,1,0,1
37350,0,0,0
37351,3,1,3
37352,0,0,0
37353,3,0,3
37354,1,0,1
37355,0,0,0
37356,3,0,3
37357,1,0,1
37358,0,1,-1
37359,1,0,1
37360,0,0,0
37361,1,0,1
37362,0,0,0
37363,0,2,-2
37364,2,2,-2
37365,1,0,1
37366,0,0,0
37367,0,1,-1
37368,0,1,-1
37369,1,0,1
37370,1,1,-1
37371,0,0,0
37372,1,1,-1
37373,0,1,-1
37374,2,2,-2
37375,0,0,0
37376,0,1,-1
37377,2,1,2
37378,1,0,1
37379,0,1,-1
37380,0,0,0
37381,1,1,-1
37382,0,0,0
37383,1,1,-1
37384,1,0,1
37385,1,0,1
37386,1,1,-1
37387,3,0,3
37388,2,1,2
37389,0,0,0
37390,3,0,3
37391,0,2,-2
37392,0,0,0
37393,1,0,1
37394,3,0,3
37395,2,0,2
37396,0,0,0
37397,0,0,0
37398,1,0,1
37399,1,0,1
37400,0,0,0
37401,1,1,-1
37402,1,1,-1
37403,4,0,4
37404,1,0,1
37405,0,0,0
37406,3,0,3
37407,1,1,-1
37408,1,0,1
37409,1,0,1
37410,0,0,0
37411,2,0,2
37412,0,0,0
37413,0,1,-1
37414,0,2,-2
37415,0,0,0
37416,0,0,0
37417,1,3,-3
37418,0,0,0
37419,0,4,-4
37420,1,0,1
37421,1,2,-2
37422,1,0,1
37423,0,3,-3
37424,1,1,-1
37425,0,2,-2
37426,2,1,2
37427,0,0,0
37428,0,2,-2
37429,1,0,1
37430,2,0,2
37431,4,0,4
37432,0,1,-1
37433,0,0,0
37434,0,0,0
37435,0,0,0
37436,0,2,-2
37437,3,0,3
37438,1,0,1
37439,1,1,-1
37440,1,0,1
37441,1,0,1
37442,0,1,-1
37443,0,4,-4
37444,1,1,-1
37445,0,0,0
37446,1,1,-1
37447,0,0,0
37448,0,0,0
37449,0,0,0
37450,0,1,-1
37451,0,0,0
37452,1,0,1
37453,0,0,0
37454,0,0,0
37455,1,1,-1
37456,1,0,1
37457,1,0,1
37458,0,0,0
37459,1,1,-1
37460,3,0,3
37461,0,0,0
37462,0,1,-1
37463,2,0,2
37464,0,0,0
37465,0,0,0
37466,0,2,-2
37467,0,0,0
37468,0,1,-1
37469,2,0,2
37470,1,1,-1
37471,0,0,0
37472,0,0,0
37473,0,1,-1
37474,0,1,-1
37475,1,0,1
37476,0,0,0
37477,1,0,1
37478,0,0,0
37479,1,1,-1
37480,1,0,1
37481,1,1,-1
37482,0,0,0
37483,0,0,0
37484,2,0,2
37485,0,0,0
37486,2,0,2
37487,1,0,1
37488,0,1,-1
37489,0,0,0
37490,0,0,0
37491,1,0,1
37492,0,0,0
37493,1,0,1
37494,4,0,4
37495,1,2,-2
37496,1,0,1
37497,3,0,3
37498,2,0,2
37499,0,0,0
37500,0,4,-4
37501,1,0,1
37502,0,0,0
37503,0,2,-2
37504,0,0,0
37505,1,0,1
37506,1,1,-1
37507,3,0,3
37508,1,0,1
37509,2,1,2
37510,0,0,0
37511,0,0,0
37512,1,0,1
37513,0,0,0
37514,0,0,0
37515,2,0,2
37516,0,1,-1
37517,3,0,3
37518,2,1,2
37519,0,0,0
37520,0,0,0
37521,0,0,0
37522,2,0,2
37523,1,1,-1
37524,1,0,1
37525,0,0,0
37526,2,0,2
37527,1,1,-1
37528,0,0,0
37529,2,0,2
37530,0,0,0
37531,0,0,0
37532,1,0,1
37533,0,0,0
37534,0,1,-1
37535,1,0,1
37536,2,0,2
37537,0,0,0
37538,0,0,0
37539,0,0,0
37540,0,0,0
37541,1,0,1
37542,1,2,-2
37543,2,0,2
37544,1,0,1
37545,1,0,1
37546,0,0,0
37547,0,1,-1
37548,0,0,0
37549,1,0,1
37550,0,0,0
37551,1,0,1
37552,0,0,0
37553,2,0,2
37554,1,1,-1
37555,0,0,0
37556,0,0,0
37557,1,2,-2
37558,3,0,3
37559,1,0,1
37560,1,0,1
37561,0,2,-2
37562,2,0,2
37563,1,0,1
37564,0,3,-3
37565,0,2,-2
37566,2,1,2
37567,0,0,0
37568,0,0,0
37569,0,0,0
37570,1,0,1
37571,0,0,0
37572,0,1,-1
37573,0,1,-1
37574,1,0,1
37575,1,0,1
37576,3,0,3
37577,0,4,-4
37578,0,0,0
37579,0,1,-1
37580,0,1,-1
37581,0,0,0
37582,5,0,5
37583,1,1,-1
37584,0,0,0
37585,1,0,1
37586,1,0,1
37587,0,0,0
37588,0,1,-1
37589,0,0,0
37590,1,0,1
37591,2,0,2
37592,0,0,0
37593,0,0,0
37594,0,0,0
37595,0,0,0
37596,3,0,3
37597,0,1,-1
37598,3,1,3
37599,1,0,1
37600,0,0,0
37601,2,0,2
37602,1,0,1
37603,0,0,0
37604,0,1,-1
37605,1,0,1
37606,1,0,1
37607,0,2,-2
37608,1,0,1
37609,1,0,1
37610,0,2,-2
37611,0,0,0
37612,0,0,0
37613,0,0,0
37614,3,0,3
37615,3,0,3
37616,0,0,0
37617,1,1,-1
37618,0,0,0
37619,0,0,0
37620,0,0,0
37621,2,0,2
37622,1,0,1
37623,0,1,-1
37624,0,0,0
